_ --> 'hasCORS': false,$178$178$1,0$1,0$1,0$00:00:06,418
_ --> this.setState({routerClasses: 'page-current'});$4$4$1,0$1,0$1,0$00:00:03,706
var attr = new core.Attr(name, value); --> var attr = this.ownerDocument.createAttribute(name, value);$1$1$1,0$1,0$1,0$00:00:04,854
change_skin('skin-blue-light'); --> _$1$1$1,0$1,0$1,0$00:00:04,605
position: relative; --> _$2$2$1,0$1,0$1,0$00:00:03,252
sleep(delay) --> await sleep(delay)$1$1$1,0$1,0$1,0$00:00:05,154
var buttonEl = this; --> var $buttonEl = $(this);$1$1$1,0$1,0$1,0$00:00:04,485
this.timeout(200); --> this.timeout(1500);$1$1$1,0$1,0$1,0$00:00:03,914
_ --> this.audioController = audioControllerFactory();$9$9$1,0$1,0$1,0$00:00:04,182
body = this.json(params); --> _$5$5$1,0$1,0$1,0$00:00:03,964
if (a != undefined) --> if (a)$1$1$1,0$1,0$1,0$00:00:03,300
if (value) {expressions.push(value); --> argsComma.push(value);$3$3$1,0$1,0$1,0$00:00:05,254
lastTradeTimestamp = timeFilled; --> lastTradeTimestamp = timeFilled * 1000;$2$2$1,0$1,0$1,0$00:00:04,841
if (roomUrl == null) --> if (roomUrl === null)$1$1$1,0$1,0$1,0$00:00:03,399
_ --> throw e;}return true;}$55$55$1,0$1,0$1,0$00:00:04,743
return app.ready(); --> _$3$3$1,0$1,0$1,0$00:00:04,267
while (true) --> while (current)$1$1$1,0$1,0$1,0$00:00:04,111
success_callback(); --> _$2$2$1,0$1,0$1,0$00:00:05,118
getDesktopStreamFailed(); --> getDesktopStreamFailed(error);$1$1$1,0$1,0$1,0$00:00:04,880
return input; --> return null;$7$7$1,0$1,0$1,0$00:00:03,289
_ --> 'hasCORS': LT,$178$178$1,0$1,0$1,0$00:00:05,161
_ --> ID.ID({routerClasses: 'page-current'});$4$4$1,0$1,0$1,0$00:00:04,990
var attr = new ID.Attr(ID, ID); --> var attr = this.ownerDocument.ID(ID, ID);$1$1$1,0$1,0$1,0$00:00:03,464
ID('skin-blue-light'); --> _$1$1$1,0$1,0$0,16666666666666666$00:00:04,817
ID: relative; --> _$2$2$1,0$1,0$1,0$00:00:03,225
ID(delay) --> await ID(delay)$1$1$1,0$1,0$1,0$00:00:04,753
var buttonEl = ID<0>; --> var $buttonEl = $(ID<0>);$1$1$1,0$1,0$1,0$00:00:03,415
ID<0>.timeout(LT); --> ID<0>.timeout(LT);$46$46$1,0$1,0$1,0$00:00:03,499
_ --> ID.ID = audioControllerFactory();$9$9$1,0$1,0$1,0$00:00:04,787
body = this.ID(ID); --> _$14$14$1,0$1,0$1,0$00:00:03,434
if (ID<0> != undefined) --> if (ID<0>)$1$1$1,0$1,0$1,0$00:00:04,578
if (ID<0>) {expressions.push(ID<0>); --> argsComma.push(ID<0>);$3$3$1,0$1,0$1,0$00:00:05,225
ID<0> = timeFilled; --> ID<0> = timeFilled * 1000;$2$2$1,0$1,0$1,0$00:00:03,298
if (ID<0> == null) --> if (ID<0> === null)$1$1$1,0$1,0$1,0$00:00:04,956
_ --> throw e;}return LT;}$55$55$1,0$1,0$1,0$00:00:05,052
return ID.ready(); --> _$3$3$1,0$1,0$1,0$00:00:03,316
while (LT) --> while (ID)$1$1$1,0$1,0$1,0$00:00:04,874
ID(true); --> _$19$19$1,0$1,0$1,0$00:00:03,445
ID<0>(); --> ID<0>(error);$6$6$1,0$1,0$1,0$00:00:04,915
return ID; --> return null;$51$51$1,0$1,0$1,0$00:00:03,501
if(EXPR) --> if(EXPR),$285$273$0,9578947368421052$0,9578947368421052$1,0$00:00:04,861
_ --> ID.ID({ID: LT});$62$62$1,0$1,0$0,25$00:00:05,275
var attr = new ID.Attr(ID, ID); --> var attr = this.ownerDocument.ID(ID, ID);$1$1$1,0$1,0$1,0$00:00:03,464
ID(LT); --> _$470$453$0,9638297872340426$0,9638297872340426$1,0$00:00:03,492
ID: ID;  --> _$95$95$1,0$1,0$1,0$00:00:04,991
ID(ID) --> await ID(ID)$86$86$1,0$1,0$1,0$00:00:04,117
var ID = ID; --> var ID  = $(ID);$1$1$1,0$1,0$1,0$00:00:04,594
ID<0>.ID<1>(LT); --> ID<0>.ID<1>(LT);$2153$1707$0,7928471899674873$0,7928471899674873$0,5$00:00:05,424
_ --> ID.ID = ID();$30$30$1,0$1,0$1,0$00:00:04,728
