_ --> 'hasCORS': false,$178$178$1,0$1,0$0,25$00:00:03,234
_ --> this.setState({routerClasses: 'page-current'});$4$4$1,0$1,0$1,0$00:00:03,220
var attr = new core.Attr(name, value); --> var attr = this.ownerDocument.createAttribute(name, value);$1$1$1,0$1,0$1,0$00:00:02,750
change_skin('skin-blue-light'); --> _$1$1$1,0$1,0$1,0$00:00:02,193
position: relative; --> _$2$2$1,0$1,0$1,0$00:00:02,506
sleep(delay) --> await sleep(delay)$1$1$1,0$1,0$1,0$00:00:02,787
var buttonEl = this; --> var $buttonEl = $(this);$1$1$1,0$1,0$1,0$00:00:02,654
this.timeout(200); --> this.timeout(1500);$1$1$1,0$1,0$1,0$00:00:02,643
_ --> this.audioController = audioControllerFactory();$9$9$1,0$1,0$1,0$00:00:02,300
body = this.json(params); --> _$5$5$1,0$1,0$1,0$00:00:02,686
if (a != undefined) --> if (a)$1$1$1,0$1,0$1,0$00:00:02,205
if (value) {expressions.push(value); --> argsComma.push(value);$3$3$1,0$1,0$1,0$00:00:02,533
lastTradeTimestamp = timeFilled; --> lastTradeTimestamp = timeFilled * 1000;$2$2$1,0$1,0$1,0$00:00:02,439
if (roomUrl == null) --> if (roomUrl === null)$1$1$1,0$1,0$1,0$00:00:02,611
_ --> throw e;}return true;}$55$55$1,0$1,0$1,0$00:00:02,848
return app.ready(); --> _$3$3$1,0$1,0$1,0$00:00:02,743
while (true) --> while (current)$1$1$1,0$1,0$1,0$00:00:02,510
success_callback(); --> _$2$2$1,0$1,0$1,0$00:00:02,460
getDesktopStreamFailed(); --> getDesktopStreamFailed(error);$1$1$1,0$1,0$1,0$00:00:02,737
return input; --> return null;$7$7$1,0$1,0$1,0$00:00:02,333
_ --> 'hasCORS': LT,$178$178$1,0$1,0$0,25$00:00:02,709
_ --> ID.ID({routerClasses: 'page-current'});$4$4$1,0$1,0$1,0$00:00:02,848
var attr = new ID.Attr(ID, ID); --> var attr = this.ownerDocument.ID(ID, ID);$1$1$1,0$1,0$1,0$00:00:02,840
ID('skin-blue-light'); --> _$1$1$1,0$1,0$1,0$00:00:02,724
ID: relative; --> _$2$2$1,0$1,0$1,0$00:00:02,490
ID(delay) --> await ID(delay)$1$1$1,0$1,0$1,0$00:00:02,632
var buttonEl = ID<0>; --> var $buttonEl = $(ID<0>);$1$1$1,0$1,0$1,0$00:00:02,615
ID<0>.timeout(LT); --> ID<0>.timeout(LT);$46$46$1,0$1,0$1,0$00:00:02,470
_ --> ID.ID = audioControllerFactory();$9$9$1,0$1,0$1,0$00:00:02,221
body = this.ID(ID); --> _$14$14$1,0$1,0$1,0$00:00:02,553
if (ID<0> != undefined) --> if (ID<0>)$1$1$1,0$1,0$1,0$00:00:02,187
if (ID<0>) {expressions.push(ID<0>); --> argsComma.push(ID<0>);$3$3$1,0$1,0$1,0$00:00:02,524
ID<0> = timeFilled; --> ID<0> = timeFilled * 1000;$2$2$1,0$1,0$1,0$00:00:02,390
if (ID<0> == null) --> if (ID<0> === null)$1$1$1,0$1,0$1,0$00:00:02,147
_ --> throw e;}return LT;}$55$55$1,0$1,0$1,0$00:00:02,261
return ID.ready(); --> _$3$3$1,0$1,0$1,0$00:00:02,650
while (LT) --> while (ID)$1$1$1,0$1,0$1,0$00:00:02,543
ID(true); --> _$19$19$1,0$1,0$1,0$00:00:02,434
ID<0>(); --> ID<0>(error);$6$6$1,0$1,0$1,0$00:00:02,553
return ID; --> return null;$51$49$0,9607843137254902$0,9607843137254902$1,0$00:00:02,110
if(EXPR) --> if(EXPR),$285$267$0,9368421052631579$0,9368421052631579$1,0$00:00:02,483
_ --> ID.ID({ID: LT});$62$62$1,0$1,0$1,0$00:00:02,854
var attr = new ID.Attr(ID, ID); --> var attr = this.ownerDocument.ID(ID, ID);$1$1$1,0$1,0$1,0$00:00:02,840
ID(LT); --> _$470$441$0,9382978723404255$0,9382978723404255$1,0$00:00:02,571
ID: ID;  --> _$95$95$1,0$1,0$1,0$00:00:02,670
ID(ID) --> await ID(ID)$86$86$1,0$1,0$1,0$00:00:03,076
var ID = ID; --> var ID  = $(ID);$1$1$1,0$1,0$1,0$00:00:02,612
ID<0>.ID<1>(LT); --> ID<0>.ID<1>(LT);$2153$1865$0,8662331630283325$0,8662331630283325$1,0$00:00:02,780
_ --> ID.ID = ID();$30$28$0,9333333333333333$0,9333333333333333$0,017241379310344827$00:00:02,586
ID = this.ID(ID); --> _$51$51$1,0$1,0$0,5$00:00:02,450
if (ID<0> != ID) --> if (ID<0>)$1$1$1,0$1,0$0,5$00:00:02,338
if (ID<0>) {ID.ID(ID<0>); --> ID.ID(ID<0>);$13$13$1,0$1,0$1,0$00:00:03,001
ID<0> = ID; --> ID<0> = ID * 1000;$2$2$1,0$1,0$1,0$00:00:02,621
if (ID<0> == LT) --> if (ID<0> === LT)$254$254$1,0$1,0$1,0$00:00:02,648
_ --> throw ID;}return LT;}$146$146$1,0$1,0$1,0$00:00:02,735
return ID.ID(); --> _$122$115$0,9426229508196722$0,9426229508196722$1,0$00:00:02,474
