_ --> 'hasCORS': false,$178$178$1,0$1,0$0,5$00:00:06,644
_ --> this.setState({routerClasses: 'page-current'});$4$4$1,0$1,0$1,0$00:00:04,839
var attr = new core.Attr(name, value); --> var attr = this.ownerDocument.createAttribute(name, value);$1$1$1,0$1,0$1,0$00:00:03,029
change_skin('skin-blue-light'); --> _$1$1$1,0$1,0$1,0$00:00:03,255
position: relative; --> _$2$2$1,0$1,0$1,0$00:00:04,332
sleep(delay) --> await sleep(delay)$1$1$1,0$1,0$1,0$00:00:04,733
var buttonEl = this; --> var $buttonEl = $(this);$1$1$1,0$1,0$1,0$00:00:04,493
this.timeout(200); --> this.timeout(1500);$1$1$1,0$1,0$1,0$00:00:03,424
_ --> this.audioController = audioControllerFactory();$9$9$1,0$1,0$1,0$00:00:04,293
body = this.json(params); --> _$5$5$1,0$1,0$1,0$00:00:04,585
if (a != undefined) --> if (a)$1$1$1,0$1,0$1,0$00:00:04,533
if (value) {expressions.push(value); --> argsComma.push(value);$3$3$1,0$1,0$1,0$00:00:04,859
lastTradeTimestamp = timeFilled; --> lastTradeTimestamp = timeFilled * 1000;$2$2$1,0$1,0$1,0$00:00:04,580
if (roomUrl == null) --> if (roomUrl === null)$1$1$1,0$1,0$1,0$00:00:04,602
_ --> throw e;}return true;}$55$55$1,0$1,0$1,0$00:00:04,664
return app.ready(); --> _$3$3$1,0$1,0$1,0$00:00:03,188
while (true) --> while (current)$1$1$1,0$1,0$1,0$00:00:04,416
success_callback(); --> _$2$2$1,0$1,0$1,0$00:00:03,186
getDesktopStreamFailed(); --> getDesktopStreamFailed(error);$1$1$1,0$1,0$1,0$00:00:04,399
return input; --> return null;$7$7$1,0$1,0$1,0$00:00:04,408
_ --> 'hasCORS': LT,$178$178$1,0$1,0$0,5$00:00:04,964
_ --> ID.ID({routerClasses: 'page-current'});$4$4$1,0$1,0$1,0$00:00:04,829
var attr = new ID.Attr(ID, ID); --> var attr = this.ownerDocument.ID(ID, ID);$1$1$1,0$1,0$1,0$00:00:04,658
ID('skin-blue-light'); --> _$1$1$1,0$1,0$0,07692307692307693$00:00:04,340
ID: relative; --> _$2$2$1,0$1,0$1,0$00:00:03,006
ID(delay) --> await ID(delay)$1$1$1,0$1,0$1,0$00:00:04,613
var buttonEl = ID<0>; --> var $buttonEl = $(ID<0>);$1$1$1,0$1,0$1,0$00:00:04,527
ID<0>.timeout(LT); --> ID<0>.timeout(LT);$46$46$1,0$1,0$0,5$00:00:04,751
_ --> ID.ID = audioControllerFactory();$9$9$1,0$1,0$1,0$00:00:04,470
body = this.ID(ID); --> _$14$14$1,0$1,0$1,0$00:00:04,537
if (ID<0> != undefined) --> if (ID<0>)$1$1$1,0$1,0$1,0$00:00:04,422
if (ID<0>) {expressions.push(ID<0>); --> argsComma.push(ID<0>);$3$3$1,0$1,0$1,0$00:00:04,819
ID<0> = timeFilled; --> ID<0> = timeFilled * 1000;$2$2$1,0$1,0$1,0$00:00:04,603
if (ID<0> == null) --> if (ID<0> === null)$1$1$1,0$1,0$1,0$00:00:04,639
_ --> throw e;}return LT;}$55$55$1,0$1,0$1,0$00:00:04,723
